Chongqing TV,ChinaSat 6D,C0,3912 V,DVB-S,9900,4-Mar,AVS+HD,Chi,Irdeto
Chongqing TV,ChinaSat 6E,,3807 V,DVB-S,6000,4-Mar,MPEG-2SD,Yue,
Chongqing TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVC,Chi,Wyplay
Chongqing TV,ChinaSat 9,Ku0,11980 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Chongqing TV,ChinaSat 9,Ku0,12160 L,ABS-S,30000,5-Apr,HD,Chi,Videoguard
Chongqing TV,Anik F3,North America Ku0,11728 L,DVB-S,20000,4-Mar,MPEG-4SD,Yue,Nagravision
Toonmax TV,ChinaSat 6E,,3808 H,DVB-S,8800,4-Mar,MPEG-2SD,,
Toonmax TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVC,Chi,Wyplay
Dragon TV,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
Dragon TV,LaoSat 1,Ku0,10730 V,DVB-S2QPSK,40000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
Dragon TV,ChinaSat 6D,C0,3794 H,DVB-S,20000,4-Mar,AVS+HD,Chi,Irdeto
Dragon TV,ChinaSat 6E,,3808 H,DVB-S,8800,4-Mar,MPEG-2SD,Chi,
Dragon TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVCHD,Chi,Wyplay
Dragon TV,ChinaSat 9,Ku0,11860 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
Dragon TV,ChinaSat 9,Ku0,11980 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Heilongjiang TV,LaoSat 1,Ku0,10730 V,DVB-S2QPSK,40000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
Heilongjiang TV,ChinaSat 6D,C0,3893 H,DVB-S,6880,4-Mar,MPEG-2SD,Chi,
Heilongjiang TV,ChinaSat 6D,C0,3951 H,DVB-S,13400,8-Jul,MPEG-2HD,ChiChi,MediaguardNagravision
Heilongjiang TV,ChinaSat 6E,,3815 V,DVB-S,4420,4-Mar,MPEG-2SD,Chi,
Heilongjiang TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVC,Chi,Wyplay
Heilongjiang TV,ChinaSat 9,Ku0,11860 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
Heilongjiang TV,ChinaSat 9,Ku0,12060 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Zhejiang Satellite TV,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
Zhejiang Satellite TV,LaoSat 1,Ku0,10730 V,DVB-S2QPSK,40000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
Zhejiang Satellite TV,ChinaSat 6D,C0,4160 H,DVB-S,9578,4-Mar,AVS+HD,Chi,Irdeto
Zhejiang Satellite TV,ChinaSat 6E,,3825 V,DVB-S,6780,4-Mar,MPEG-2SD,Chi,
Zhejiang Satellite TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVCHD,Chi,Wyplay
Zhejiang Satellite TV,ChinaSat 9,Ku0,11900 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
Zhejiang Satellite TV,ChinaSat 9,Ku0,12060 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Zhejiang Satellite TV,ChinaSat 12,China,11148 V,DVB-S2QPSK,10831,4-Jan,MPEG-4SD,Chi,
Zhejiang Satellite TV,Eutelsat 21B,Wide47,10856 V,DVB-S2QPSK,30000,2-Jan,HEVCHD 720,Chi,TopwellVisionCrypt
Zhejiang Satellite TV,Eutelsat 7B,Africa0,10762 H,DVB-S2QPSK,30000,3-Feb,HEVCHD 720,Chi,VisionCrypt
Zhejiang Satellite TV,SES 5,Sub Saharan Africa0,12418 H,DVB-S2QPSK,27500,4-Mar,MPEG-4SD,Chi,Conax
Shandong TV,LaoSat 1,Ku0,10850 V,DVB-S2QPSK,45000,5-Apr,MPEG-4SD,Chi,StreamGuardTopwellUnitend
Shandong TV,ChinaSat 6D,C0,3889 V,DVB-S,9900,4-Mar,AVS+HD 1080,ChiChi,Irdeto
Shandong TV,ChinaSat 6E,,3834 V,DVB-S,5400,4-Mar,MPEG-2SD,Chi,
Shandong TV,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVC,Chi,Wyplay
Shandong TV,ChinaSat 9,Ku0,12060 R,ABS-S,28800,4-Mar,,Chi,Videoguard
Shandong TV,ChinaSat 9,Ku0,12160 L,ABS-S,30000,5-Apr,HD,Chi,Videoguard
CCTV 1,Apstar 9,,11672 H,DVB-S28PSK,7200,5-Mar,MPEG-4HD,Chi,
CCTV 1,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
CCTV 1,LaoSat 1,Ku0,10850 V,DVB-S2QPSK,45000,5-Apr,MPEG-4HD,Chi,StreamGuardTopwellUnitend
CCTV 1,ChinaSat 6D,C0,3780 V,DVB-S,27500,4-Mar,AVS+HD,Chi,Videoguard
CCTV 1,ChinaSat 6D,C0,4130 V,DVB-S,14800,4-Mar,AVS+,Chi,Videoguard
CCTV 1,ChinaSat 6E,,3840 H,DVB-S,27500,4-Mar,MPEG-2SD,Chi,Videoguard
CCTV 1,SES 9,NE Asia0,10981 H,DVB-S2QPSK,45000,4-Mar,HEVCHD,Chi,Wyplay
CCTV 1,ChinaSat 9B,,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
CCTV 1,ChinaSat 9,Ku0,11750 R,ABS-S,30000,5-Apr,HD,Chi,Videoguard
CCTV 1,ChinaSat 9,Ku0,12020 R,ABS-S,28800,4-Mar,,Chi,Videoguard
CCTV 1,Eutelsat 21B,Wide47,10856 V,DVB-S2QPSK,30000,2-Jan,HEVCHD 720,Chi,TopwellVisionCrypt
CCTV 1,Eutelsat 7B,Africa0,10762 H,DVB-S2QPSK,30000,3-Feb,HEVCHD 720,Chi,VisionCrypt
CCTV 1,SES 5,Sub Saharan Africa0,12418 H,DVB-S2QPSK,27500,4-Mar,MPEG-4SD,Chi,Conax
CCTV 2,Telstar 18 Vantage,China0,12416 V,DVB-S28PSK,45000,4-Mar,MPEG-4SD,Chi,Topreal
